Time,Temperature,Stress,Creep Strain
0.980474537,338.7,6.87548,0.00064828352
0.987418981,338.7,6.86905,0.00064716014
0.994363426,338.7,6.87635,0.00064867553
1.001331019,338.7,6.86911,0.00065133437
1.008321759,338.7,6.87124,0.00065127173
1.015289352,338.7,6.86734,0.00065329533
1.02224537,338.7,6.86929,0.00065276078
1.029212963,338.7,6.87255,0.00065218760
1.036157407,338.7,6.86519,0.00065437277
1.043125,338.7,6.87712,0.00065432009
1.050069444,338.7,6.87107,0.00065503493
1.057025463,338.7,6.87309,0.00065306661
1.06400463,338.7,6.87541,0.00065669698
1.070949074,338.7,6.86344,0.00065305214
1.077916667,338.7,6.87315,0.00065813555
1.084872685,338.7,6.8707,0.00065922181
1.091840278,338.7,6.86584,0.00066037885
1.098819444,338.7,6.86985,0.00066163301
1.105763889,338.7,6.85861,0.00065838420
1.112731481,338.7,6.87115,0.00066058067
1.119710648,338.7,6.86724,0.00066176947
1.126678241,338.7,6.85945,0.00066444449
1.133634259,338.7,6.8607,0.00066530253
1.140590278,338.7,6.90701,0.00066417907
1.14755787,338.7,6.91306,0.00066346423
1.154525463,338.7,6.90303,0.00066912833
1.161493056,338.7,6.90711,0.00066519033
1.168449074,338.7,6.90535,0.00066756869
1.175393519,338.7,6.89801,0.00066742667
1.182372685,338.7,6.90115,0.00066870642
1.189340278,338.7,6.89169,0.00066958116
1.196284722,338.7,6.90489,0.00066943162
1.203252315,338.7,6.89796,0.00066981434
1.210231481,338.7,6.89391,0.00067088806
1.2171875,338.7,6.90329,0.00067138768
1.224166667,338.7,6.88927,0.00067382833
1.231122685,338.7,6.89312,0.00067138850
1.238090278,338.7,6.8892,0.00067341279
1.24505787,338.7,6.88802,0.00067398440
1.252037037,338.7,6.89535,0.00067221771
1.25900463,338.7,6.88219,0.00067182927
1.265960648,338.7,6.89152,0.00067423946
1.272939815,338.7,6.88221,0.00067749608
1.279907407,338.7,6.892,0.00067517984
1.286875,338.7,6.88938,0.00067668860
1.293842593,338.7,6.88299,0.00067747314
1.300810185,338.7,6.88959,0.00067531032
1.307777778,338.7,6.88036,0.00067892259
1.314733796,338.7,6.88757,0.00067727883
1.321678241,338.7,6.88568,0.00068013832
1.328622685,338.7,6.87369,0.00067780637
1.33556713,338.7,6.88182,0.00067703035
1.342523148,338.7,6.87367,0.00068204256
1.349467593,338.7,6.88026,0.00067803073
1.356446759,338.7,6.88228,0.00068262462
1.363414352,338.7,6.87711,0.00068098688
1.370358796,338.7,6.88043,0.00068035233
1.377337963,338.7,6.87097,0.00068361347
1.384282407,338.7,6.88304,0.00068301977
1.391226852,338.7,6.87716,0.00068474391
1.398194444,338.7,6.87606,0.00068525346
1.405162037,338.7,6.88073,0.00068457921
1.412106481,338.7,6.86942,0.00068741746
1.419085648,338.7,6.88057,0.00068738781
1.426053241,338.7,6.88042,0.00068786953
1.433032407,338.7,6.87449,0.00068720864
1.44,338.7,6.87404,0.00068763957
1.446967593,338.7,6.86559,0.00068758980
1.453912037,338.7,6.87981,0.00068884197
